,judge,solver,solver_id,problem,competition,true_grade,split,cost,confidence,incorrect,resolved
198,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_34,matharena,incorrect,matharena,0.023103,,True,True
199,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_39,matharena,correct,matharena,0.0197675625,,False,True
200,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_6,matharena,correct,matharena,0.0148430625,,False,True
201,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_8,matharena,correct,matharena,0.0141015,,False,True
202,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_11,matharena,correct,matharena,0.0185026875,,False,True
203,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_12,matharena,correct,matharena,0.0126883125,,False,True
204,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_16,matharena,correct,matharena,0.01219125,,False,True
205,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_18,matharena,correct,matharena,0.0229756875,,False,True
206,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_2,matharena,correct,matharena,0.0082430625,,False,True
207,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_22,matharena,correct,matharena,0.008559375,,False,True
208,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_25,matharena,correct,matharena,0.016357875,,False,True
209,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_28,matharena,correct,matharena,0.0139145625,,False,True
210,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_8,matharena,correct,matharena,0.007297875,,False,True
211,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,nordic_2025_1,nordic,correct,generic,0.006922875,,False,True
212,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,nordic_2025_2,nordic,correct,generic,0.010310625,,False,True
213,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,pan_african_2025_5,pan,correct,generic,0.0131025,,False,True
214,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,philippines_2025_1,philippines,detected,generic,0.0077694375,,False,True
215,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,philippines_2025_4,philippines,detected,generic,0.0132410625,,False,True
216,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,philippines_2025_6,philippines,correct,generic,0.0119551875,,False,True
217,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,polish_2025_2,polish,correct,generic,0.0072159375,,False,True
218,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,polish_2025_4,polish,detected,generic,0.0049485,,False,True
219,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,romania_10_2025_1,romania,correct,generic,0.014559375,,False,True
220,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,romania_10_2025_3,romania,correct,generic,0.0157651875,,False,True
221,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,romania_tst_2025_2,romania,detected,generic,0.0106951875,,False,True
222,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,spain_2025_2,spain,detected,generic,0.012997125,,False,True
223,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,thai_2025_10,thai,detected,generic,0.017403375,,False,True
224,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,thai_2025_2,thai,correct,generic,0.0068289375,,False,True
225,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,thai_2025_3,thai,detected,generic,0.0055425,,False,True
226,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,thai_2025_5,thai,detected,generic,0.0121603125,,False,True
227,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,thai_2025_8,thai,correct,generic,0.0227788125,,False,True
228,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,turkey_tst_2025_2,turkey,correct,generic,0.0208516875,,False,True
229,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,turkey_tst_2025_4,turkey,detected,generic,0.015225,,False,True
230,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,usamo_2025_1,usamo,detected,generic,0.0070558125,,False,True
231,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,usamo_2025_3,usamo,incorrect,generic,0.0231215625,,True,True
232,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,usamo_2025_5,usamo,incorrect,generic,0.0452101875,,True,True
233,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,usamo_2025_6,usamo,detected,generic,0.00872475,,False,True
234,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,usatst_2025_3,usatst,detected,generic,0.0155124375,,False,True
235,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,usatst_2025_6,usatst,detected,generic,0.0052681875,,False,True
236,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,vietnam_2025_1,vietnam,correct,generic,0.0095214375,,False,True
237,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,vietnam_2025_3,vietnam,detected,generic,0.019175625,,False,True
238,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,vietnam_2025_6,vietnam,detected,generic,0.0039898125,,False,True
239,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,allrussian_2025_12,allrussian,detected,generic,0.0,,False,True
240,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,allrussian_2025_6,allrussian,incorrect,generic,0.0,,True,True
241,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,allrussian_2025_7,allrussian,detected,generic,0.0,,False,True
242,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,allrussian_2025_9,allrussian,detected,generic,0.0,,False,True
243,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmosl_A_2025_3,bmosl,incorrect,generic,0.0,,True,True
244,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmosl_A_2025_4,bmosl,detected,generic,0.0,,False,True
245,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmosl_C_2025_3,bmosl,detected,generic,0.0,,False,True
246,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmosl_G_2025_2,bmosl,incorrect,generic,0.0,,True,True
247,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmosl_G_2025_4,bmosl,detected,generic,0.0,,False,True
248,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmosl_G_2025_5,bmosl,incorrect,generic,0.0,,True,True
249,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmosl_NT_2025_2,bmosl,detected,generic,0.0,,False,True
250,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmosl_NT_2025_6,bmosl,incorrect,generic,0.0,,True,True
251,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bmo_2025_1,bmo,incorrect,generic,0.0,,True,True
252,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bulgaria_2025_2,bulgaria,detected,generic,0.0,,False,True
253,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bulgaria_2025_4,bulgaria,detected,generic,0.0,,False,True
254,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,bulgaria_2025_6,bulgaria,detected,generic,0.0,,False,True
255,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,canada_2025_1,canada,detected,generic,0.0,,False,True
256,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,chinatst_2025_10,chinatst,detected,generic,0.0,,False,True
257,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,chinatst_2025_18,chinatst,detected,generic,0.0,,False,True
258,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,chinatst_2025_5,chinatst,incorrect,generic,0.0,,True,True
259,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,chinatst_2025_7,chinatst,detected,generic,0.0,,False,True
260,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,chinatst_2025_9,chinatst,detected,generic,0.0,,False,True
261,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,china_2025_1,china,detected,generic,0.0,,False,True
262,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,egmo_2025_4,egmo,incorrect,generic,0.0,,True,True
263,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_C_2025_2,elmosl,incorrect,generic,0.0,,True,True
264,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_C_2025_5,elmosl,incorrect,generic,0.0,,True,True
265,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_G_2025_2,elmosl,incorrect,generic,0.0,,True,True
266,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_G_2025_3,elmosl,incorrect,generic,0.0,,True,True
267,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_G_2025_5,elmosl,detected,generic,0.0,,False,True
268,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_G_2025_6,elmosl,incorrect,generic,0.0,,True,True
269,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_G_2025_7,elmosl,detected,generic,0.0,,False,True
270,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_G_2025_9,elmosl,incorrect,generic,0.0,,True,True
271,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_NT_2025_2,elmosl,detected,generic,0.0,,False,True
272,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_NT_2025_3,elmosl,incorrect,generic,0.0,,True,True
273,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,elmosl_NT_2025_5,elmosl,detected,generic,0.0,,False,True
274,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,german_2025_4,german,detected,generic,0.0,,False,True
275,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_14,imosl,detected,generic,0.0,,False,True
276,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_15,imosl,detected,generic,0.0,,False,True
277,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_16,imosl,incorrect,generic,0.0,,True,True
278,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_17,imosl,detected,generic,0.0,,False,True
279,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_19,imosl,incorrect,generic,0.0,,True,True
280,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_20,imosl,detected,generic,0.0,,False,True
281,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_26,imosl,detected,generic,0.0,,False,True
282,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_28,imosl,detected,generic,0.0,,False,True
283,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_4,imosl,incorrect,generic,0.0,,True,True
284,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,imosl_2025_9,imosl,detected,generic,0.0,,False,True
285,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_2025_6,india,detected,generic,0.0,,False,True
286,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_prep_2025_10,india,detected,generic,0.0,,False,True
287,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_prep_2025_12,india,detected,generic,0.0,,False,True
288,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_prep_2025_17,india,detected,generic,0.0,,False,True
289,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_prep_2025_19,india,incorrect,generic,0.0,,True,True
290,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_prep_2025_20,india,incorrect,generic,0.0,,True,True
291,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_prep_2025_21,india,incorrect,generic,0.0,,True,True
292,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_prep_2025_5,india,detected,generic,0.0,,False,True
293,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,india_prep_2025_9,india,correct,generic,0.0,,False,True
294,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,iran_tst_2025_1,iran,incorrect,generic,0.0,,True,True
295,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,iran_tst_2025_9,iran,incorrect,generic,0.0,,True,True
296,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,israel_tst_2025_2,israel,incorrect,generic,0.0,,True,True
297,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,izho_2025_2,izho,detected,generic,0.0,,False,True
298,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,izho_2025_4,izho,detected,generic,0.0,,False,True
299,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_aime_aime_2025_1,matharena,correct,matharena,0.0,,False,True
300,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_aime_aime_2025_12,matharena,detected,matharena,0.0,,False,True
301,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_aime_aime_2025_15,matharena,incorrect,matharena,0.0,,True,True
302,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_aime_aime_2025_16,matharena,correct,matharena,0.0,,False,True
303,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_aime_aime_2025_6,matharena,correct,matharena,0.0,,False,True
304,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_aime_aime_2025_9,matharena,detected,matharena,0.0,,False,True
305,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_brumo_brumo_2025_22,matharena,detected,matharena,0.0,,False,True
306,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_brumo_brumo_2025_23,matharena,correct,matharena,0.0,,False,True
307,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_brumo_brumo_2025_28,matharena,incorrect,matharena,0.0,,True,True
308,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_brumo_brumo_2025_30,matharena,incorrect,matharena,0.0,,True,True
309,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_brumo_brumo_2025_6,matharena,correct,matharena,0.0,,False,True
310,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_brumo_brumo_2025_8,matharena,correct,matharena,0.0,,False,True
311,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_10,matharena,correct,matharena,0.0,,False,True
312,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_15,matharena,detected,matharena,0.0,,False,True
313,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_20,matharena,incorrect,matharena,0.0,,True,True
314,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_21,matharena,incorrect,matharena,0.0,,True,True
315,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_27,matharena,detected,matharena,0.0,,False,True
316,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_28,matharena,incorrect,matharena,0.0,,True,True
317,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_3,matharena,correct,matharena,0.0,,False,True
318,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_34,matharena,incorrect,matharena,0.0,,True,True
319,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_39,matharena,correct,matharena,0.0,,False,True
320,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_6,matharena,correct,matharena,0.0,,False,True
321,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_cmimc_cmimc_2025_8,matharena,detected,matharena,0.0,,False,True
322,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_11,matharena,correct,matharena,0.0,,False,True
323,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_12,matharena,detected,matharena,0.0,,False,True
324,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_16,matharena,detected,matharena,0.0,,False,True
325,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_18,matharena,incorrect,matharena,0.0,,True,True
326,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_2,matharena,correct,matharena,0.0,,False,True
327,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_22,matharena,correct,matharena,0.0,,False,True
328,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_25,matharena,incorrect,matharena,0.0,,True,True
329,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_28,matharena,correct,matharena,0.0,,False,True
330,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,matharena_hmmt_hmmt_feb_2025_8,matharena,detected,matharena,0.0,,False,True
331,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,nordic_2025_1,nordic,correct,generic,0.0,,False,True
332,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,nordic_2025_2,nordic,detected,generic,0.0,,False,True
333,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,pan_african_2025_5,pan,detected,generic,0.0,,False,True
334,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,philippines_2025_1,philippines,detected,generic,0.0,,False,True
335,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,philippines_2025_4,philippines,detected,generic,0.0,,False,True
336,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,philippines_2025_6,philippines,incorrect,generic,0.0,,True,True
337,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,polish_2025_2,polish,detected,generic,0.0,,False,True
338,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,polish_2025_4,polish,detected,generic,0.0,,False,True
339,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,romania_10_2025_1,romania,detected,generic,0.0,,False,True
340,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,romania_10_2025_3,romania,correct,generic,0.0,,False,True
341,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,romania_tst_2025_2,romania,detected,generic,0.0,,False,True
342,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,spain_2025_2,spain,detected,generic,0.0,,False,True
343,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,thai_2025_10,thai,detected,generic,0.0,,False,True
344,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,thai_2025_2,thai,correct,generic,0.0,,False,True
345,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,thai_2025_3,thai,detected,generic,0.0,,False,True
346,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,thai_2025_5,thai,detected,generic,0.0,,False,True
347,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,thai_2025_8,thai,incorrect,generic,0.0,,True,True
348,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,turkey_tst_2025_2,turkey,incorrect,generic,0.0,,True,True
349,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,turkey_tst_2025_4,turkey,detected,generic,0.0,,False,True
350,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,usamo_2025_1,usamo,detected,generic,0.0,,False,True
351,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,usamo_2025_3,usamo,incorrect,generic,0.0,,True,True
352,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,usamo_2025_5,usamo,incorrect,generic,0.0,,True,True
353,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,usamo_2025_6,usamo,detected,generic,0.0,,False,True
354,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,usatst_2025_3,usatst,detected,generic,0.0,,False,True
355,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,usatst_2025_6,usatst,detected,generic,0.0,,False,True
356,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,vietnam_2025_1,vietnam,correct,generic,0.0,,False,True
357,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,vietnam_2025_3,vietnam,detected,generic,0.0,,False,True
358,GPT-5.6-luna,"Nemotron-3-Ultra-550B-A55B (OpenRouter, free)",,vietnam_2025_6,vietnam,detected,generic,0.0,,False,True
359,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,allrussian_2025_12,allrussian,incorrect,generic,0.0,,True,True
360,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,allrussian_2025_6,allrussian,incorrect,generic,0.0,,True,True
361,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,allrussian_2025_7,allrussian,detected,generic,0.0,,False,True
362,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,allrussian_2025_9,allrussian,detected,generic,0.0,,False,True
363,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmosl_A_2025_3,bmosl,incorrect,generic,0.0,,True,True
364,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmosl_A_2025_4,bmosl,detected,generic,0.0,,False,True
365,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmosl_C_2025_3,bmosl,incorrect,generic,0.0,,True,True
366,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmosl_G_2025_2,bmosl,incorrect,generic,0.0,,True,True
367,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmosl_G_2025_4,bmosl,incorrect,generic,0.0,,True,True
368,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmosl_G_2025_5,bmosl,detected,generic,0.0,,False,True
369,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmosl_NT_2025_2,bmosl,detected,generic,0.0,,False,True
370,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmosl_NT_2025_6,bmosl,correct,generic,0.0,,False,True
371,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bmo_2025_1,bmo,detected,generic,0.0,,False,True
372,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bulgaria_2025_2,bulgaria,detected,generic,0.0,,False,True
373,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bulgaria_2025_4,bulgaria,incorrect,generic,0.0,,True,True
374,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,bulgaria_2025_6,bulgaria,detected,generic,0.0,,False,True
375,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,canada_2025_1,canada,detected,generic,0.0,,False,True
376,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,chinatst_2025_10,chinatst,detected,generic,0.0,,False,True
377,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,chinatst_2025_18,chinatst,detected,generic,0.0,,False,True
378,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,chinatst_2025_5,chinatst,detected,generic,0.0,,False,True
379,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,chinatst_2025_7,chinatst,incorrect,generic,0.0,,True,True
380,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,chinatst_2025_9,chinatst,detected,generic,0.0,,False,True
381,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,china_2025_1,china,detected,generic,0.0,,False,True
382,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,egmo_2025_4,egmo,incorrect,generic,0.0,,True,True
383,GPT-5.6-luna,"Laguna-S-2.1 (OpenRouter, free)",,elmosl_C_2025_2,elmosl,detected,generic,0.0,,False,True
